Nom anglais;Nom francais;Lien Alucare;Lien Mister Tix;Lien Inteleria;Faction
Confessor;Confesseuse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-confesseuse-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/confessor/;THE_SACRED_ORDER
Justiciar;Justicier ;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-justicier-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/justiciar/;THE_SACRED_ORDER
Harrier;Harrier;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-harrier-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/harrier/;THE_SACRED_ORDER
Draconis;Draconis;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-draconis-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/draconis/;THE_SACRED_ORDER
Sanctum Protector;Protege sanctuaire;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-protege-sanctuaire-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/sanctum-protector/;THE_SACRED_ORDER
Renouncer;Abjureur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-abjureur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/renouncer/;THE_SACRED_ORDER
Headsman;Executeur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-executeur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/headsman/;THE_SACRED_ORDER
Purgator;Purgateur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-purgateur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/purgator/;THE_SACRED_ORDER
Solaris;Solaris;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-solaris-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/solaris/;THE_SACRED_ORDER
Sharpshooter;Tireur d elite;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-tireur-delite-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/sharpshooter/;THE_SACRED_ORDER
Battle sister;Soeur de Combat;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-soeur-de-combat-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/battle-sister/;THE_SACRED_ORDER
Outlaw monk;Moine Hors la loi;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-moine-hors-la-loi-monk-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/outlaw-monk/;THE_SACRED_ORDER
Sergeant;Sergent;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-sergent-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/sergeant/;THE_SACRED_ORDER
Intercessor;Intercesseuse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-intercesseuse-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/intercessor/;THE_SACRED_ORDER
Pilgrim;Pelerin;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-pelerin-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/pilgrim/;THE_SACRED_ORDER
Crusader;Croise;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-croise-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/crusader/;THE_SACRED_ORDER
Militia;Milice;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-milice-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/militia/;THE_SACRED_ORDER
Vigilante;Vigile;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-vigile-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/vigilante/;THE_SACRED_ORDER
Armiger;Armorie;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-armorie-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/armorie/;https://www.inteleria.com/champion-list/armiger/;THE_SACRED_ORDER
Yeoman;Ribaud;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-ribaud-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/yeoman/;THE_SACRED_ORDER
Sister Militant;Soeur Militante;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-soeur-militante-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/sister-militant/;THE_SACRED_ORDER
Preacher;Predicatrice;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-predicatrice-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/preacher/;THE_SACRED_ORDER
Knecht;Serviteur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-serviteur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/knecht/;THE_SACRED_ORDER
Novitiate;Novice;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-novice-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/novitiate/;THE_SACRED_ORDER
Altan;Altan;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-altan-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/altan/;https://www.inteleria.com/champion-list/altan/;BARBARIANS
Elder Skarg;Skarg l ancien;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-skarg-lancien-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/skarg-lancien/;https://www.inteleria.com/champion-list/elder-skarg/;BARBARIANS
Valkyrie;Valkyrie;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-valkyrie-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/valkyrie/;https://www.inteleria.com/champion-list/valkyrie/;BARBARIANS
Turvold;Turvold;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-turvold-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/turvold/;https://www.inteleria.com/champion-list/turvold/;BARBARIANS
Scyl of the Drakes;Scyl des Drakes;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-scyl-des-drakes-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/scyl-des-drakes/;https://www.inteleria.com/champion-list/scyl-of-the-drakes/;BARBARIANS
Kantra the cyclone;Kantra le cyclone;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-kantra-le-cyclone-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/kantra-le-cyclone/;https://www.inteleria.com/champion-list/kantra-the-cyclone/;BARBARIANS
Ursuga warcaller;Ursuga Hurleguerre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-ursuga-hurleguerre-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/ursuga-hurleguerre/;https://www.inteleria.com/champion-list/ursuga-warcaller/;BARBARIANS
Yakarl the scourge;Yakarl le Fleau;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-yakarl-le-fleau-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/yakarl-the-scourge/;BARBARIANS
Aina;Aina;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-aina-artefact-et-maitrise/;https://mistertix.fr/liste-hero/aina/;https://www.inteleria.com/champion-list/aina/;BARBARIANS
Jotun;Jotun;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-jotun-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/jotun/;https://www.inteleria.com/champion-list/jotun/;BARBARIANS
Sikara;Sikara;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-sikara-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/sikara/;https://www.inteleria.com/champion-list/sikara/;BARBARIANS
Atur;Atur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-atur-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/atur/;https://www.inteleria.com/champion-list/atur/;BARBARIANS
Alika;Alika;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-alika-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/alika/;https://www.inteleria.com/champion-list/alika/;BARBARIANS
Teshada;Teshada;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-teshada-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/teshada/;https://www.inteleria.com/champion-list/teshada/;BARBARIANS
Kallia;Kallia;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-kallia-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/kallia/;https://www.inteleria.com/champion-list/kallia/;BARBARIANS
Maeve;Maeve;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-maeve-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/maeve/;https://www.inteleria.com/champion-list/maeve/;BARBARIANS
Woad Painted;Guede Peinte;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-guede-peinte-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/guede-peinte/;https://www.inteleria.com/champion-list/woad-painted/;BARBARIANS
High Khatun;Haute Khatun;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-haute-khatun-equipement-et-maitrise/ ;https://mistertix.fr/liste-hero/haute-khatun/;https://www.inteleria.com/champion-list/high-khatun/;BARBARIANS
Valla;Valla;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-valla-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/valla/;https://www.inteleria.com/champion-list/valla/;BARBARIANS
Suwai Firstborn;Suwai l Ainee;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-suwai-lainee-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/suwai-lainee/;https://www.inteleria.com/champion-list/suwai-firstborn/;BARBARIANS
Skytouched Shaman;Chamane Cieltouche;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-chamane-cieltouche-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/chamane-cieltouche/;https://www.inteleria.com/champion-list/skytouched-shaman/;BARBARIANS
Baroth the bloodsoaked;Baroth l Ensanglante;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-baroth-lensanglante-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/baroth-lensanglante/;https://www.inteleria.com/champion-list/baroth-the-bloodsoaked/;BARBARIANS
Haarken greatblade;Haarken Terriblelame;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-haarken-terriblelame-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/haarken-greatblade/;BARBARIANS
Armina;Armina;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-armina-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/armina/;BARBARIANS
Fahrakin the fat;Fahrakin le Gras;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-fahrakin-le-gras-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/fahrakin-the-fat/;BARBARIANS
Marked;Marquee;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-marquee-marked-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/marked/;BARBARIANS
Elder;Ancien;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-ancien-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/elder/;BARBARIANS
Hill Nomad;Nomade du Tertre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-nomade-du-tertre-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/hill-nomad/;BARBARIANS
Sentinel;Sentinelle;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-sentinelle-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/sentinel/;BARBARIANS
Warmaiden;Vierge guerriere;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-vierge-guerriere-warmaiden-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/vierge-guerriere/;https://www.inteleria.com/champion-list/warmaiden/;BARBARIANS
Slayer;Assassin;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-assassin-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/slayer/;BARBARIANS
Anointed;Oint;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-oint-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/anointed/;BARBARIANS
Berserker;Berserker;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-berserker-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/berserker/;BARBARIANS
Bloodbraid;Nattesang;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-nattesang-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/bloodbraid/;BARBARIANS
Skirmisher;Escarmoucheuse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-escarmoucheuse-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/skirmisher/;BARBARIANS
Ox;Yak;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-yak-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/ox/;BARBARIANS
Ragemonger;Pousserage;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-pousserage-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/ragemonger/;BARBARIANS
Soulbond Bowyer;Archer Chainame;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-archer-chainame-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/soulbond-bowyer/;BARBARIANS
Dunestrider;Marchedune;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-marchedune-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/dunestrider/;BARBARIANS
Tigersoul;Ame de Tigre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-ame-de-tigre-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/tigersoul/;BARBARIANS
Ritualist;Ritualiste;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-ritualiste-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/ritualist/;BARBARIANS
Dervish;Derviche;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-derviche-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/dervish/;BARBARIANS
Head taker;Preneuse de tete;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-preneuse-de-tete-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/head-taker/;BARBARIANS
spiritwalker;Marchesprit;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-marchesprit-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/spiritwalker/;BARBARIANS
pit fighter;Guerrier d arene;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-guerrier-darene-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/pit-fighter/;BARBARIANS
Outlander;Etranger;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-etranger-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/outlander/;BARBARIANS
Shieldguard;Gardebouclier;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-gardebouclier-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/shieldguard/;BARBARIANS
Outrider;Guide;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-guide-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/outrider/;BARBARIANS
Crusher;Broyeuse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-broyeuse-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/crusher/;BARBARIANS
Zephyr sniper;Sniper Zephyr;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-sniper-zephyr-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/zephyr-sniper/;BARBARIANS
Sandbow;Arc de sable;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-arc-de-sable-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/sandbow/;BARBARIANS
Bully;Despote;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-despote-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/bully/;BARBARIANS
Big Un;Gros Bill;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-gros-bill-big-un-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/big-un/;https://www.inteleria.com/champion-list/big-un/;OGRYN_TRIBES
War Mother;Mere de Guerre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-mere-de-guerre-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/mere-de-guerre/;https://www.inteleria.com/champion-list/war-mother/;OGRYN_TRIBES
Ignatius;Ignatius;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-ignatius-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/ignatus/;https://www.inteleria.com/champion-list/ignatius/;OGRYN_TRIBES
Shamrock;Trefle;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-trefle-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/trefle/;https://www.inteleria.com/champion-list/shamrock/;OGRYN_TRIBES
Gurgoh the Augur;Gurgoth l Augure;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-gurgoth-laugure-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/gurgoth-laugure/;https://www.inteleria.com/champion-list/gurgoh-the-augur/;OGRYN_TRIBES
Gurptuk Moss Beard;Gurptuk Barbe Mousse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-gurptuk-barbe-mousse-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/gurptuk-barbe-mousse/;https://www.inteleria.com/champion-list/gurptuk-moss-beard/;OGRYN_TRIBES
Drokgul the gaunt;Drokgul le Havre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-drokgul-le-havre-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/drokgul-le-have/;https://www.inteleria.com/champion-list/drokgul-the-gaunt/;OGRYN_TRIBES
Grimskin;Peausombre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-peausombre-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/peausombre/;https://www.inteleria.com/champion-list/grimskin/;OGRYN_TRIBES
Skullcrusher;ecrasecrane;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-ecrasecrane-skullcrusher-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/ecrasecrane/;https://www.inteleria.com/champion-list/skullcrusher/;OGRYN_TRIBES
Shatterbones;Brisos;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-brisos-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/brisos/;https://www.inteleria.com/champion-list/shatterbones/;OGRYN_TRIBES
Galkut;Galkut;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-galkut-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/galkut/;https://www.inteleria.com/champion-list/galkut/;OGRYN_TRIBES
Cagebreaker;Brisecage;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-brisecage-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/brisecage/;https://www.inteleria.com/champion-list/cagebreaker/;OGRYN_TRIBES
Occult Brawler;Castagneur Occulte;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-castagneur-occulte-equipement-et-maitrise/ ;https://mistertix.fr/liste-hero/castagneur-occulte/;https://www.inteleria.com/champion-list/occult-brawler/;OGRYN_TRIBES
Maneater;Mangeur d Homme;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-mangeur-dhomme-maneater-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/mangeur-dhommes/;https://www.inteleria.com/champion-list/maneater/;OGRYN_TRIBES
Towering Titan;Immense Titan;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-immense-titan-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/immense-titan/;https://www.inteleria.com/champion-list/towering-titan/;OGRYN_TRIBES
Ghrush the mangler;Grush le Massacreur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-grush-le-massacreur-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/grush-le-massacreur/;https://www.inteleria.com/champion-list/ghrush-the-mangler/;OGRYN_TRIBES
Grunch killjoy;Grunch Rabat joie;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-grunch-rabat-joie-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/grunch-killjoy/;OGRYN_TRIBES
Uugo;Uugo;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-uugo-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/uugo/;OGRYN_TRIBES
Rocktooth;Dentpierre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-dentpierre-rocktooth-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/rocktooth/;OGRYN_TRIBES
Pounder;Assommeur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-assommeur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/pounder/;OGRYN_TRIBES
Fortress Goon;Sbire de Forteresse;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-sbire-de-forteresse-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/fortress-goon/;OGRYN_TRIBES
Magmablood;Sangmagma;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-sangmagma-magmablood-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/magmablood/;OGRYN_TRIBES
Ogryn Jailer;Geolier Ogryn;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-geolier-ogryn-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/ogryn-jailer/;OGRYN_TRIBES
Furystroker;SoutierFurieux;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-soutierfurieux-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/furystoker/;OGRYN_TRIBES
Siegebreaker;Brisesiege;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-brisesiege-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/siegebreaker/;OGRYN_TRIBES
Flesheater;Mangechair;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-mangechair-flesheater-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/flesheater/;OGRYN_TRIBES
Stoneskin;Peaupierre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-peaupierre-stoneskin-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/stoneskin/;OGRYN_TRIBES
Bellower;Beugleur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-beugleur-bellower-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/beugleur/;https://www.inteleria.com/champion-list/bellower/;OGRYN_TRIBES
Wagonbane;Wagon du Fleau;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-wagon-du-fleau-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/wagonbane/;OGRYN_TRIBES
Ruffstone;Pierre Hirsute;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-pierre-hirsute-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/ruffstone/;OGRYN_TRIBES
Geargrinder;Broyeur de Rouages;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-broyeur-de-rouages-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/geargrinder/;OGRYN_TRIBES
Brute;Brute;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-brute-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/brute/;OGRYN_TRIBES
Frostskin;Peau de givre;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-peau-de-givre-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/frostskin/;OGRYN_TRIBES
Oldbeard;Vieillebarbe;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-vieillebarbe-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/oldbeard/;OGRYN_TRIBES
Hungerer;Affameur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-affameur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/hungerer/;OGRYN_TRIBES
Thrasher;Bastonneur;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-bastonneur-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/thrasher/;OGRYN_TRIBES
Dracomorph;Dracomorphe;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-dracomorphe-equipement-et-maitrise/ ;https://mistertix.fr/liste-hero/dracomorph-2/;https://www.inteleria.com/champion-list/dracomorph/;LIZARDMEN
Fu Shan;Fu Shan;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-fu-shan-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/fu-shan/;https://www.inteleria.com/champion-list/fu-shan/;LIZARDMEN
Rhazin Scarhide;Rhazin Peaumarquee;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-rhazin-peaumarquee-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/rhazin-peaumarquee/;https://www.inteleria.com/champion-list/rhazin-scarhide/;LIZARDMEN
Skull Lord Var-Gall;Lord Crane Var Gall;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-lord-crane-var-gall-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/lord-crane-var-gall/;https://www.inteleria.com/champion-list/skull-lord-var-gall/;LIZARDMEN
Krisk The Ageless;Krisk L Eternel;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-krisk-leternel-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/krisk-leternel/;https://www.inteleria.com/champion-list/krisk-the-ageless/;LIZARDMEN
Vergumkaar;Vergumkaar;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-vergumkaar-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/vergumkaar/;https://www.inteleria.com/champion-list/vergumkaar/;LIZARDMEN
Roxam;Roxam;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-roxam-artefact-et-maitrise/ ;;https://www.inteleria.com/champion-list/roxam/;LIZARDMEN
Jarang;Jarang;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-jarang-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/jarang/;https://www.inteleria.com/champion-list/jarang/;LIZARDMEN
Jareg;Jareg;https://www.alucare.fr/wiki/guide-raid-shadow-legend/guide-sur-jareg-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/jareg/;https://www.inteleria.com/champion-list/jareg/;LIZARDMEN
Basilisk;Basilic;https://www.alucare.fr/wiki/guide-raid-shadow-legend/champion/guide-sur-basilic-artefact-et-maitrise/ ;https://mistertix.fr/liste-hero/basilic/;https://www.inteleria.com/champion-list/basilisk/;LIZARDMEN
